ENSG,Gene,Uniprot,Nucleus,Nucleoplasm,Nuclear.bodies,Nuclear.speckles,Nuclear.membrane,Nucleoli,Nucleoli..Fibrillar.center.,Cytosol,Cytoplasmic.bodies,Rods.and.Rings,Lipid.droplets,Aggresome,Mitochondria,Microtubules,Microtubule.ends,Microtubule.organizing.center,Centrosome,Mitotic.spindle,Cytokinetic.bridge,Midbody,Midbody.ring,Intermediate.filaments,Actin.filaments,Focal.Adhesions,Endoplasmic.reticulum,Golgi.apparatus,Vesicles,Plasma.membrane,Cell.Junctions,Reliability,IF.location.score,IF.main.protein.location,IF.additional.protein.location,HyperLOPIT.location
ENSG00000100201,DDX17,Q92841,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nuclear speckles: Validated","Nuclear speckles",,
ENSG00000088205,DDX18,Q9NVP1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoli: Validated",Nucleoli,,NUCLEUS
ENSG00000165732,DDX21,Q9NR30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleus: Validated;Nucleoli: Validated",Nucleoli,Nucleus,NUCLEUS
ENSG00000198563,DDX39B,Q13838,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nuclear speckles: Validated","Nuclear speckles",,NUCLEUS
ENSG00000198231,DDX42,Q86XP3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nuclear speckles: Validated","Nuclear speckles",,NUCLEUS
ENSG00000145833,DDX46,Q7L014,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nuclear speckles: Validated","Nuclear speckles",,NUCLEUS
ENSG00000213782,DDX47,Q9H0S4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoli: Validated",Nucleoli,,NUCLEUS
ENSG00000108654,DDX5,P17844,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,NUCLEUS
ENSG00000107625,DDX50,Q9BQ39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoli: Validated",Nucleoli,,NUCLEUS
ENSG00000023892,DEF6,Q9H4E7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,
ENSG00000124795,DEK,P35659,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleus: Validated",Nucleus,,unknown
ENSG00000136986,DERL1,Q9BUN8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Validated,"Endoplasmic reticulum: Validated","Endoplasmic reticulum",,unknown
ENSG00000105928,DFNA5,O60443,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Cytosol: Validated",Cytosol,,unknown
ENSG00000100867,DHRS2,Q13268,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleus: Validated;Mitochondria: Validated",Nucleus;Mitochondria,,MITOCHONDRIA
ENSG00000109606,DHX15,O43143,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nuclear speckles: Validated","Nuclear speckles",,NUCLEUS
ENSG00000135829,DHX9,Q08211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleus: Validated",Nucleus,,NUCLEUS
ENSG00000184047,DIABLO,Q9NR28,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Mitochondria: Validated",Mitochondria,,MITOCHONDRIA
ENSG00000083520,DIS3,Q9Y2L1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleus: Supported;Cytosol: Supported",Nucleus;Cytosol,,NUCLEUS
ENSG00000150764,DIXDC1,Q155Q3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Cytosol: Validated",Cytosol,,
ENSG00000150768,DLAT,P10515,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Mitochondria: Validated",Mitochondria,,MITOCHONDRIA
ENSG00000132002,DNAJB1,P25685,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleus: Validated;Cytosol: Validated",Nucleus,Cytosol,unknown
ENSG00000135924,DNAJB2,P25686,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nuclear membrane: Validated","Nuclear membrane",,unknown
ENSG00000162616,DNAJB4,Q9UDY4,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Validated,"Nucleoplasm: Validated;Cytosol: Validated;Plasma membrane: Validated",Nucleoplasm,"Cytosol;Plasma membrane",unknown
ENSG00000126698,DNAJC8,O75937,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,NUCLEUS
ENSG00000213221,DNLZ,Q5SXM8,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Approved;Mitochondria: Validated",Mitochondria,Nucleoplasm,
ENSG00000087470,DNM1L,O00429,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Validated,"Vesicles: Supported;Cytosol: Validated",Cytosol,Vesicles,
ENSG00000130816,DNMT1,P26358,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,
ENSG00000101457,DNTTIP1,Q9H147,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleus: Validated",Nucleus,,NUCLEUS
ENSG00000067334,DNTTIP2,Q5QJE6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoli: Validated",Nucleoli,,NUCLEUS
ENSG00000150760,DOCK1,Q14185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleus: Validated",Nucleus,,unknown
ENSG00000088538,DOCK3,Q8IZD9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Cytosol: Validated",Cytosol,,
ENSG00000147459,DOCK5,Q9H7D0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Cytosol: Validated",Cytosol,,unknown
ENSG00000104885,DOT1L,Q8TEK3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,
ENSG00000205683,DPF3,Q92784,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,
ENSG00000134146,DPH6,Q7L8W6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleus: Validated;Nucleoli: Validated",Nucleoli,Nucleus,
ENSG00000254986,DPP3,Q9NY33,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Validated,"Nuclear speckles: Uncertain;Cytosol: Validated;Plasma membrane: Uncertain",Cytosol,"Nuclear speckles;Plasma membrane",CYTOSOL
ENSG00000176978,DPP7,Q9UHL4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Validated,"Golgi apparatus: Validated;Vesicles: Validated","Golgi apparatus;Vesicles",,LYSOSOME
ENSG00000162961,DPY30,Q9C005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Validated,"Nucleoplasm: Validated;Golgi apparatus: Validated",Nucleoplasm,"Golgi apparatus",
ENSG00000156171,DRAM2,Q6UX65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Validated,"Golgi apparatus: Validated;Vesicles: Validated","Golgi apparatus;Vesicles",,
ENSG00000134762,DSC3,Q14574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Validated,"Cell Junctions: Validated;Plasma membrane: Supported","Cell Junctions","Plasma membrane",
ENSG00000096696,DSP,P15924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Validated,"Cell Junctions: Validated","Cell Junctions",,
ENSG00000143476,DTL,Q9NZJ0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleus: Validated;Cytosol: Approved",Nucleus,Cytosol,unknown
ENSG00000167264,DUS2,Q9NX74,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Cytosol: Validated",Cytosol,,
ENSG00000004975,DVL2,O14641,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated;Nuclear bodies: Validated",Nucleoplasm,"Nuclear bodies",
ENSG00000010219,DYRK4,Q9NR20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Validated,"Vesicles: Validated",Vesicles,,
ENSG00000101412,E2F1,Q01094,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated;Centrosome: Supported",Nucleoplasm;Centrosome,,
ENSG00000167967,E4F1,Q66K89,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,
ENSG00000144597,EAF1,Q96JC9,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Validated,"Nucleoplasm: Supported;Nuclear bodies: Supported;Vesicles: Supported",Nucleoplasm,"Nuclear bodies;Vesicles",
ENSG00000147654,EBAG9,O00559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Validated,"Golgi apparatus: Validated","Golgi apparatus",,unknown
ENSG00000117395,EBNA1BP2,Q99848,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoli: Validated",Nucleoli,,NUCLEUS
ENSG00000127884,ECHS1,P30084,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Mitochondria: Validated",Mitochondria,,MITOCHONDRIA
ENSG00000198721,ECI2,O75521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Validated,"Vesicles: Validated",Vesicles,,PEROXISOME
ENSG00000038358,EDC4,Q6P2E9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Supported;Cytoplasmic bodies: Validated","Cytoplasmic bodies",Nucleoplasm,unknown
ENSG00000101210,EEF1A2,Q05639,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoli: Validated;Cytosol: Validated",Nucleoli;Cytosol,,unknown
ENSG00000167658,EEF2,P13639,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Validated,"Cytosol: Validated;Plasma membrane: Validated","Cytosol;Plasma membrane",,unknown
ENSG00000146648,EGFR,P00533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Validated,"Plasma membrane: Validated","Plasma membrane",,PM
ENSG00000120738,EGR1,P18146,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,
ENSG00000055332,EIF2AK2,P19525,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Cytosol: Validated",Cytosol,,unknown
ENSG00000145191,EIF2B5,Q13144,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Cytosol: Validated",Cytosol,,unknown
ENSG00000134001,EIF2S1,P05198,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Approved;Cytosol: Validated",Cytosol,Nucleoplasm,unknown
ENSG00000104408,EIF3E,P60228,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nuclear bodies: Validated;Cytosol: Validated",Cytosol,"Nuclear bodies",unknown
ENSG00000130811,EIF3G,O75821,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Cytosol: Validated",Cytosol,,unknown
ENSG00000104131,EIF3J,O75822,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Cytosol: Validated",Cytosol,,unknown
ENSG00000063046,EIF4B,P23588,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Cytosol: Validated",Cytosol,,unknown
ENSG00000151247,EIF4E,P06730,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Cytosol: Validated;Cytoplasmic bodies: Validated","Cytosol;Cytoplasmic bodies",,unknown
ENSG00000184708,EIF4ENIF1,Q9NRA8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Validated,"Vesicles: Validated",Vesicles,,unknown
ENSG00000114867,EIF4G1,Q04637,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Cytosol: Validated",Cytosol,,NUCLEUS
ENSG00000110321,EIF4G2,P78344,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Cytosol: Validated",Cytosol,,unknown
ENSG00000132507,EIF5A,P63241,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated;Cytosol: Validated",Cytosol,Nucleoplasm,unknown
ENSG00000006744,ELAC2,Q9BQ52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,unknown
ENSG00000163435,ELF3,P78545,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,
ENSG00000126767,ELK1,P19419,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,
ENSG00000156030,ELMSAN1,Q6PJG2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,NUCLEUS
ENSG00000012660,ELOVL5,Q9NYP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Validated,"Endoplasmic reticulum: Validated","Endoplasmic reticulum",,
ENSG00000134759,ELP2,Q6IA86,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleus: Supported;Cytosol: Validated",Cytosol,Nucleus,unknown
ENSG00000102119,EMD,P50402,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Validated,"Nuclear membrane: Validated;Endoplasmic reticulum: Supported","Nuclear membrane","Endoplasmic reticulum",unknown
ENSG00000126749,EMG1,Q92979,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleus: Validated;Nucleoli: Validated",Nucleoli,Nucleus,
ENSG00000154380,ENAH,Q8N8S7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Validated,"Focal Adhesions: Validated;Cytosol: Validated;Plasma membrane: Validated","Focal Adhesions;Cytosol;Plasma membrane",,unknown
ENSG00000074800,ENO1,P06733,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Validated,"Nucleoplasm: Validated;Cytosol: Validated;Plasma membrane: Validated","Cytosol;Plasma membrane",Nucleoplasm,CYTOSOL
ENSG00000108515,ENO3,P13929,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Validated,"Cytosol: Validated;Plasma membrane: Validated","Cytosol;Plasma membrane",,unknown
ENSG00000100393,EP300,Q09472,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,NUCLEUS
ENSG00000079819,EPB41L2,O43491,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Validated,"Nucleus: Supported;Cell Junctions: Supported;Plasma membrane: Validated","Plasma membrane","Nucleus;Cell Junctions",unknown
ENSG00000082397,EPB41L3,Q9Y2J2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Validated,"Plasma membrane: Validated","Plasma membrane",,PM
ENSG00000080224,EPHA6,Q9UF33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,
ENSG00000120915,EPHX2,P34913,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Cytosol: Validated",Cytosol,,
ENSG00000112425,EPM2A,O95278,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,
ENSG00000063245,EPN1,Q9Y6I3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Cytosol: Validated",Cytosol,,unknown
ENSG00000261150,EPPK1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Validated,"Intermediate filaments: Validated","Intermediate filaments",,
ENSG00000136628,EPRS,P07814,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Cytosol: Validated",Cytosol,,unknown
ENSG00000085832,EPS15,P42566,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Validated,"Vesicles: Validated;Cytosol: Validated",Vesicles;Cytosol,,unknown
ENSG00000132591,ERAL1,O75616,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Cytosol: Validated;Mitochondria: Validated",Mitochondria,Cytosol,MITOCHONDRIA
ENSG00000012061,ERCC1,P07992,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,
ENSG00000163161,ERCC3,P19447,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,unknown
ENSG00000105722,ERF,P50548,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,NUCLEUS
ENSG00000113719,ERGIC1,Q969X5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Validated,"Nucleoplasm: Supported;Vesicles: Validated",Nucleoplasm;Vesicles,,unknown
ENSG00000104413,ESRP1,Q6NXG1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated;Nuclear bodies: Validated","Nuclear bodies",Nucleoplasm,
ENSG00000103067,ESRP2,Q9H6T0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,
ENSG00000140374,ETFA,P13804,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Mitochondria: Validated",Mitochondria,,MITOCHONDRIA
ENSG00000105379,ETFB,P38117,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Mitochondria: Validated",Mitochondria,,MITOCHONDRIA
ENSG00000105755,ETHE1,O95571,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Mitochondria: Validated",Mitochondria,,MITOCHONDRIA
ENSG00000134954,ETS1,P14921,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,
ENSG00000139083,ETV6,P41212,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoli: Validated;Cytosol: Supported",Nucleoli,Cytosol,
ENSG00000182944,EWSR1,Q01844,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleus: Validated;Nucleoli: Supported",Nucleus,Nucleoli,NUCLEUS
ENSG00000077348,EXOSC5,Q9NQT4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleus: Uncertain;Nucleoli: Validated",Nucleoli,Nucleus,NUCLEUS
ENSG00000123737,EXOSC9,Q06265,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleus: Supported;Nucleoli: Validated",Nucleoli,Nucleus,NUCLEUS
ENSG00000158161,EYA3,Q99504,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated",Nucleoplasm,,
ENSG00000092820,EZR,P15311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Validated,"Plasma membrane: Validated","Plasma membrane",,unknown
ENSG00000117525,F3,P13726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Validated,"Vesicles: Validated",Vesicles,,
ENSG00000185504,FAAP100,Q0VG06,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated;Intermediate filaments: Validated;Cytosol: Validated",Nucleoplasm,"Intermediate filaments;Cytosol",
ENSG00000185104,FAF1,Q9UNN5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleus: Validated",Nucleus,,unknown
ENSG00000113194,FAF2,Q96CS3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Validated,"Endoplasmic reticulum: Supported;Lipid droplets: Validated","Lipid droplets","Endoplasmic reticulum",ER
ENSG00000180185,FAHD1,Q6P587,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleus: Validated;Mitochondria: Validated",Nucleus;Mitochondria,,
ENSG00000197712,FAM114A1,Q8IWE2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Validated,"Nucleus: Validated;Golgi apparatus: Validated;Cytosol: Validated","Golgi apparatus;Cytosol",Nucleus,unknown
ENSG00000048828,FAM120A,Q9NZB2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Cytosol: Validated",Cytosol,,unknown
ENSG00000159784,FAM131B,Q86XD5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Nucleoplasm: Validated;Cytosol: Validated",Nucleoplasm,Cytosol,
ENSG00000114023,FAM162A,Q96A26,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Validated,"Cytosol: Supported;Mitochondria: Validated",Cytosol;Mitochondria,,MITOCHONDRIA
ENSG00000154319,FAM167A,Q96KS9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Validated,"Endoplasmic reticulum: Validated","Endoplasmic reticulum",,
